"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
13,600;72,59;75,21;74,26;13,600;56,22;56,01;55,88;13,600;86,04;85,49;84,74
13,650;72,59;75,21;74,26;13,650;56,22;56,01;55,89;13,650;86,04;85,49;84,75
13,700;72,60;75,21;74,26;13,700;56,22;56,01;55,88;13,700;86,04;85,49;84,74
13,750;72,60;75,21;74,26;13,750;56,22;56,01;55,89;13,750;86,04;85,49;84,74
13,800;72,60;75,21;74,26;13,800;56,23;56,01;55,89;13,800;86,03;85,49;84,75
13,850;72,60;75,21;74,26;13,850;56,23;56,01;55,89;13,850;86,03;85,49;84,74
13,900;72,59;75,22;74,26;13,900;56,23;56,01;55,89;13,900;86,03;85,48;84,75
13,950;72,60;75,21;74,26;13,950;56,24;56,02;55,89;13,950;86,03;85,48;84,75
14,000;72,60;75,21;74,26;14,000;56,23;56,02;55,89;14,000;86,03;85,48;84,75
14,050;72,59;75,21;74,26;14,050;56,24;56,02;55,90;14,050;86,03;85,48;84,75
14,100;72,60;75,21;74,26;14,100;56,24;56,02;55,90;14,100;86,03;85,48;84,75
14,150;72,59;75,21;74,26;14,150;56,24;56,02;55,90;14,150;86,03;85,48;84,75
14,200;72,60;75,21;74,26;14,200;56,24;56,02;55,90;14,200;86,03;85,48;84,75
14,250;72,60;75,21;74,26;14,250;56,24;56,02;55,90;14,250;86,03;85,47;84,75
14,300;72,59;75,21;74,26;14,300;56,24;56,02;55,90;14,300;86,02;85,48;84,75
14,350;72,59;75,21;74,26;14,350;56,24;56,03;55,90;14,350;86,02;85,48;84,76
14,400;72,60;75,21;74,26;14,400;56,24;56,03;55,91;14,400;86,02;85,48;84,76
14,450;72,59;75,22;74,26;14,450;56,24;56,03;55,90;14,450;86,02;85,47;84,76
14,500;72,59;75,21;74,26;14,500;56,25;56,03;55,90;14,500;86,02;85,47;84,76
14,550;72,59;75,21;74,26;14,550;56,25;56,03;55,91;14,550;86,02;85,47;84,76
14,600;72,59;75,21;74,26;14,600;56,25;56,03;55,91;14,600;86,02;85,47;84,76
14,650;72,59;75,21;74,26;14,650;56,25;56,03;55,90;14,650;86,02;85,47;84,76
14,700;72,59;75,21;74,26;14,700;56,25;56,03;55,91;14,700;86,01;85,47;84,76
14,750;72,59;75,21;74,26;14,750;56,25;56,03;55,91;14,750;86,01;85,47;84,76
14,800;72,59;75,21;74,26;14,800;56,25;56,04;55,91;14,800;86,01;85,47;84,76
14,850;72,59;75,21;74,26;14,850;56,25;56,03;55,91;14,850;86,00;85,47;84,77
14,900;72,59;75,21;74,26;14,900;56,25;56,04;55,91;14,900;86,00;85,47;84,77
14,950;72,58;75,21;74,26;14,950;56,25;56,03;55,91;14,950;86,00;85,46;84,77
15,000;72,58;75,21;74,26;15,000;56,25;56,04;55,91;15,000;86,00;85,46;84,77
15,050;72,59;75,21;74,26;15,050;56,25;56,04;55,91;15,050;85,99;85,46;84,77
15,100;72,58;75,21;74,26;15,100;56,25;56,04;55,91;15,100;85,99;85,46;84,77
15,150;72,58;75,21;74,25;15,150;56,25;56,04;55,92;15,150;85,99;85,46;84,77
15,200;72,58;75,20;74,26;15,200;56,25;56,04;55,92;15,200;85,99;85,46;84,78
15,250;72,58;75,20;74,25;15,250;56,25;56,04;55,92;15,250;85,99;85,46;84,78
15,300;72,57;75,20;74,26;15,300;56,25;56,05;55,92;15,300;85,99;85,46;84,78
15,350;72,57;75,20;74,25;15,350;56,25;56,04;55,92;15,350;85,98;85,46;84,78
15,400;72,58;75,20;74,26;15,400;56,25;56,04;55,92;15,400;85,98;85,46;84,78
15,450;72,57;75,20;74,26;15,450;56,25;56,04;55,92;15,450;85,98;85,46;84,78
15,500;72,57;75,20;74,26;15,500;56,25;56,05;55,92;15,500;85,98;85,46;84,78
15,550;72,57;75,20;74,26;15,550;56,25;56,05;55,92;15,550;85,98;85,46;84,78
15,600;72,57;75,20;74,26;15,600;56,26;56,05;55,92;15,600;85,97;85,46;84,78
15,650;72,57;75,20;74,25;15,650;56,25;56,05;55,92;15,650;85,97;85,46;84,79
15,700;72,57;75,19;74,25;15,700;56,25;56,05;55,92;15,700;85,97;85,46;84,79
15,750;72,56;75,20;74,25;15,750;56,25;56,05;55,92;15,750;85,96;85,46;84,79
15,800;72,56;75,20;74,25;15,800;56,25;56,05;55,92;15,800;85,96;85,46;84,79
15,850;72,56;75,19;74,26;15,850;56,25;56,05;55,92;15,850;85,96;85,46;84,80
15,900;72,56;75,19;74,25;15,900;56,25;56,05;55,92;15,900;85,96;85,46;84,80
15,950;72,56;75,19;74,25;15,950;56,25;56,05;55,92;15,950;85,95;85,46;84,79
16,000;72,55;75,19;74,25;16,000;56,25;56,05;55,92;16,000;85,95;85,46;84,80
16,050;72,56;75,19;74,25;16,050;56,25;56,05;55,92;16,050;85,95;85,46;84,80
16,100;72,55;75,19;74,25;16,100;56,25;56,05;55,92;16,100;85,94;85,45;84,80
16,150;72,55;75,19;74,25;16,150;56,25;56,05;55,92;16,150;85,94;85,46;84,80
16,200;72,55;75,18;74,25;16,200;56,25;56,05;55,92;16,200;85,94;85,46;84,80
16,250;72,55;75,18;74,25;16,250;56,25;56,05;55,92;16,250;85,94;85,45;84,80
16,300;72,55;75,18;74,25;16,300;56,25;56,05;55,92;16,300;85,93;85,46;84,81
16,350;72,55;75,19;74,25;16,350;56,25;56,05;55,92;16,350;85,93;85,46;84,81
16,400;72,54;75,18;74,25;16,400;56,25;56,06;55,92;16,400;85,93;85,46;84,81
16,450;72,54;75,18;74,25;16,450;56,25;56,06;55,92;16,450;85,93;85,45;84,81
16,500;72,54;75,18;74,25;16,500;56,25;56,06;55,92;16,500;85,93;85,45;84,81
16,550;72,54;75,18;74,25;16,550;56,24;56,06;55,92;16,550;85,92;85,46;84,81
16,600;72,54;75,18;74,25;16,600;56,24;56,06;55,92;16,600;85,92;85,45;84,81
16,650;72,53;75,18;74,25;16,650;56,24;56,06;55,92;16,650;85,92;85,46;84,82
16,700;72,54;75,17;74,25;16,700;56,24;56,06;55,92;16,700;85,91;85,45;84,82
16,750;72,53;75,17;74,24;16,750;56,24;56,06;55,92;16,750;85,91;85,45;84,82
16,800;72,53;75,17;74,24;16,800;56,24;56,06;55,92;16,800;85,91;85,45;84,82
16,850;72,53;75,17;74,25;16,850;56,24;56,06;55,92;16,850;85,91;85,45;84,82
16,900;72,53;75,17;74,24;16,900;56,24;56,06;55,92;16,900;85,90;85,45;84,83
16,950;72,53;75,17;74,24;16,950;56,23;56,06;55,92;16,950;85,90;85,46;84,82
17,000;72,52;75,17;74,24;17,000;56,23;56,06;55,92;17,000;85,90;85,45;84,82
17,050;72,52;75,16;74,24;17,050;56,23;56,06;55,92;17,050;85,90;85,45;84,83
17,100;72,52;75,16;74,24;17,100;56,24;56,06;55,92;17,100;85,89;85,46;84,83
17,150;72,52;75,16;74,24;17,150;56,23;56,06;55,92;17,150;85,89;85,46;84,83
17,200;72,52;75,16;74,24;17,200;56,23;56,06;55,92;17,200;85,89;85,46;84,83
17,250;72,51;75,16;74,24;17,250;56,23;56,06;55,92;17,250;85,89;85,45;84,83
17,300;72,52;75,16;74,24;17,300;56,23;56,06;55,92;17,300;85,88;85,46;84,83
17,350;72,51;75,15;74,24;17,350;56,23;56,06;55,91;17,350;85,88;85,46;84,83
17,400;72,51;75,15;74,24;17,400;56,22;56,06;55,92;17,400;85,88;85,46;84,83
17,450;72,51;75,16;74,23;17,450;56,22;56,06;55,91;17,450;85,88;85,45;84,83
17,500;72,51;75,15;74,23;17,500;56,22;56,06;55,91;17,500;85,87;85,46;84,83
17,550;72,51;75,15;74,23;17,550;56,22;56,06;55,92;17,550;85,87;85,45;84,83
17,600;72,51;75,15;74,23;17,600;56,22;56,06;55,91;17,600;85,87;85,45;84,83
17,650;72,50;75,15;74,23;17,650;56,22;56,06;55,91;17,650;85,86;85,45;84,83
17,700;72,50;75,15;74,23;17,700;56,22;56,05;55,91;17,700;85,87;85,45;84,83
17,750;72,50;75,15;74,23;17,750;56,22;56,06;55,91;17,750;85,86;85,45;84,83
17,800;72,50;75,15;74,23;17,800;56,22;56,06;55,91;17,800;85,86;85,45;84,84
17,850;72,50;75,15;74,23;17,850;56,22;56,06;55,91;17,850;85,86;85,45;84,83
17,900;72,50;75,15;74,23;17,900;56,21;56,06;55,91;17,900;85,86;85,45;84,83
17,950;72,49;75,14;74,23;17,950;56,22;56,06;55,91;17,950;85,85;85,45;84,84
18,000;72,49;75,15;74,23;18,000;56,21;56,06;55,91;18,000;85,85;85,45;84,83
18,050;72,49;75,14;74,23;18,050;56,21;56,05;55,91;18,050;85,84;85,45;84,84
18,100;72,49;75,14;74,23;18,100;56,21;56,06;55,91;18,100;85,84;85,45;84,84
18,150;72,49;75,14;74,23;18,150;56,21;56,06;55,91;18,150;85,84;85,45;84,84
18,200;72,49;75,14;74,22;18,200;56,20;56,06;55,91;18,200;85,84;85,45;84,84
18,250;72,49;75,14;74,23;18,250;56,21;56,05;55,91;18,250;85,83;85,45;84,84
18,300;72,49;75,14;74,22;18,300;56,21;56,06;55,91;18,300;85,83;85,45;84,83
18,350;72,49;75,14;74,22;18,350;56,21;56,06;55,90;18,350;85,83;85,45;84,83
18,400;72,49;75,14;74,22;18,400;56,20;56,05;55,90;18,400;85,83;85,44;84,84
18,450;72,49;75,13;74,22;18,450;56,20;56,05;55,90;18,450;85,82;85,45;84,83
18,500;72,49;75,13;74,22;18,500;56,20;56,05;55,90;18,500;85,82;85,45;84,83
18,550;72,48;75,13;74,22;18,550;56,20;56,05;55,90;18,550;85,82;85,44;84,83
18,600;72,48;75,13;74,22;18,600;56,20;56,06;55,90;18,600;85,81;85,44;84,83
18,650;72,48;75,13;74,21;18,650;56,20;56,05;55,90;18,650;85,81;85,44;84,83
18,700;72,48;75,13;74,21;18,700;56,20;56,05;55,90;18,700;85,82;85,44;84,84
18,750;72,48;75,13;74,21;18,750;56,19;56,05;55,90;18,750;85,81;85,44;84,83
18,800;72,47;75,13;74,21;18,800;56,20;56,05;55,90;18,800;85,81;85,44;84,83
18,850;72,47;75,13;74,21;18,850;56,20;56,05;55,90;18,850;85,81;85,44;84,83
18,900;72,48;75,13;74,21;18,900;56,19;56,05;55,90;18,900;85,80;85,44;84,83
18,950;72,48;75,12;74,21;18,950;56,19;56,05;55,90;18,950;85,80;85,44;84,83
19,000;72,48;75,12;74,21;19,000;56,19;56,05;55,90;19,000;85,80;85,44;84,83
19,050;72,47;75,12;74,20;19,050;56,19;56,05;55,90;19,050;85,80;85,44;84,83
19,100;72,47;75,12;74,21;19,100;56,19;56,05;55,90;19,100;85,79;85,43;84,83
19,150;72,47;75,12;74,20;19,150;56,19;56,04;55,90;19,150;85,79;85,44;84,82
19,200;72,47;75,12;74,21;19,200;56,19;56,05;55,90;19,200;85,79;85,43;84,83
19,250;72,47;75,12;74,20;19,250;56,19;56,05;55,90;19,250;85,79;85,43;84,83
19,300;72,47;75,12;74,20;19,300;56,19;56,04;55,90;19,300;85,79;85,43;84,83
19,350;72,47;75,12;74,20;19,350;56,19;56,04;55,90;19,350;85,78;85,43;84,82
19,400;72,47;75,11;74,20;19,400;56,19;56,04;55,90;19,400;85,78;85,43;84,82
19,450;72,47;75,11;74,20;19,450;56,18;56,04;55,90;19,450;85,78;85,43;84,83
19,500;72,47;75,11;74,20;19,500;56,18;56,04;55,90;19,500;85,78;85,42;84,82
19,550;72,47;75,11;74,19;19,550;56,18;56,04;55,90;19,550;85,78;85,43;84,82
19,600;72,47;75,11;74,19;19,600;56,18;56,04;55,89;19,600;85,77;85,42;84,82
19,650;72,47;75,11;74,19;19,650;56,18;56,04;55,89;19,650;85,77;85,42;84,82
19,700;72,47;75,11;74,19;19,700;56,18;56,04;55,90;19,700;85,77;85,42;84,82
19,750;72,47;75,11;74,19;19,750;56,18;56,04;55,89;19,750;85,77;85,42;84,82
19,800;72,47;75,11;74,19;19,800;56,18;56,03;55,89;19,800;85,76;85,42;84,82
19,850;72,47;75,11;74,19;19,850;56,18;56,04;55,90;19,850;85,76;85,42;84,82
19,900;72,47;75,11;74,19;19,900;56,18;56,04;55,89;19,900;85,76;85,41;84,82
19,950;72,47;75,11;74,19;19,950;56,18;56,03;55,89;19,950;85,76;85,41;84,82
20,000;72,47;75,11;74,19;20,000;56,18;56,04;55,89;20,000;85,76;85,41;84,82
20,050;72,48;75,10;74,18;20,050;56,18;56,03;55,89;20,050;85,75;85,41;84,81
20,100;72,47;75,10;74,18;20,100;56,18;56,03;55,89;20,100;85,75;85,41;84,81
20,150;72,47;75,10;74,18;20,150;56,18;56,03;55,89;20,150;85,75;85,41;84,82
20,200;72,47;75,10;74,18;20,200;56,18;56,03;55,89;20,200;85,75;85,41;84,81
20,250;72,48;75,11;74,18;20,250;56,18;56,03;55,89;20,250;85,75;85,40;84,81
20,300;72,48;75,10;74,18;20,300;56,18;56,03;55,89;20,300;85,75;85,41;84,81
20,350;72,48;75,10;74,17;20,350;56,17;56,03;55,89;20,350;85,75;85,40;84,81
20,400;72,48;75,10;74,18;20,400;56,17;56,02;55,89;20,400;85,75;85,40;84,81
20,450;72,48;75,10;74,17;20,450;56,17;56,02;55,89;20,450;85,74;85,40;84,81
20,500;72,48;75,10;74,17;20,500;56,17;56,02;55,89;20,500;85,74;85,40;84,81
20,550;72,48;75,10;74,17;20,550;56,17;56,02;55,89;20,550;85,74;85,40;84,81
20,600;72,48;75,10;74,18;20,600;56,17;56,02;55,89;20,600;85,74;85,40;84,81
20,650;72,49;75,10;74,17;20,650;56,17;56,02;55,89;20,650;85,74;85,39;84,81
20,700;72,49;75,10;74,17;20,700;56,17;56,02;55,89;20,700;85,73;85,39;84,81
20,750;72,49;75,10;74,17;20,750;56,17;56,02;55,89;20,750;85,73;85,39;84,81
20,800;72,49;75,10;74,17;20,800;56,17;56,02;55,89;20,800;85,73;85,39;84,81
20,850;72,49;75,10;74,16;20,850;56,17;56,02;55,89;20,850;85,73;85,39;84,80
20,900;72,49;75,10;74,16;20,900;56,17;56,01;55,89;20,900;85,73;85,38;84,80
20,950;72,50;75,11;74,16;20,950;56,17;56,02;55,89;20,950;85,73;85,38;84,80
21,000;72,50;75,10;74,16;21,000;56,17;56,01;55,89;21,000;85,73;85,38;84,80
21,050;72,50;75,10;74,16;21,050;56,17;56,02;55,89;21,050;85,73;85,38;84,80
21,100;72,50;75,10;74,16;21,100;56,17;56,01;55,89;21,100;85,72;85,38;84,80
21,150;72,51;75,10;74,16;21,150;56,17;56,01;55,89;21,150;85,72;85,38;84,80
21,200;72,50;75,10;74,16;21,200;56,17;56,01;55,89;21,200;85,72;85,37;84,80
21,250;72,51;75,10;74,16;21,250;56,17;56,01;55,89;21,250;85,72;85,37;84,80
21,300;72,51;75,10;74,15;21,300;56,17;56,01;55,89;21,300;85,72;85,37;84,80
21,350;72,51;75,10;74,15;21,350;56,17;56,01;55,89;21,350;85,72;85,37;84,80
21,400;72,51;75,10;74,15;21,400;56,17;56,01;55,88;21,400;85,71;85,37;84,80
21,450;72,51;75,10;74,15;21,450;56,17;56,01;55,88;21,450;85,71;85,36;84,80
21,500;72,52;75,10;74,15;21,500;56,17;56,01;55,89;21,500;85,71;85,36;84,80
21,550;72,52;75,10;74,15;21,550;56,17;56,01;55,89;21,550;85,71;85,36;84,80
21,600;72,52;75,10;74,15;21,600;56,17;56,01;55,88;21,600;85,71;85,36;84,80
21,650;72,53;75,10;74,14;21,650;56,17;56,01;55,89;21,650;85,71;85,36;84,80
21,700;72,52;75,10;74,14;21,700;56,17;56,00;55,88;21,700;85,71;85,35;84,80
21,750;72,53;75,10;74,14;21,750;56,17;56,00;55,89;21,750;85,71;85,35;84,80
21,800;72,53;75,10;74,15;21,800;56,17;56,00;55,88;21,800;85,71;85,35;84,80
21,850;72,53;75,10;74,14;21,850;56,17;56,00;55,88;21,850;85,71;85,35;84,80
21,900;72,54;75,10;74,14;21,900;56,17;56,00;55,89;21,900;85,71;85,35;84,80
21,950;72,54;75,10;74,14;21,950;56,17;56,00;55,88;21,950;85,71;85,35;84,80
22,000;72,54;75,10;74,14;22,000;56,17;56,00;55,88;22,000;85,71;85,34;84,80
22,050;72,54;75,10;74,14;22,050;56,17;56,00;55,89;22,050;85,70;85,34;84,80
22,100;72,55;75,10;74,13;22,100;56,17;56,00;55,88;22,100;85,70;85,34;84,80
22,150;72,55;75,10;74,14;22,150;56,18;56,00;55,89;22,150;85,70;85,34;84,80
22,200;72,55;75,10;74,13;22,200;56,18;56,00;55,88;22,200;85,70;85,33;84,80
22,250;72,56;75,10;74,13;22,250;56,17;56,00;55,89;22,250;85,70;85,33;84,80
22,300;72,56;75,10;74,13;22,300;56,18;56,00;55,89;22,300;85,70;85,33;84,80
22,350;72,56;75,10;74,13;22,350;56,18;56,00;55,89;22,350;85,70;85,34;84,80
22,400;72,56;75,10;74,13;22,400;56,18;55,99;55,89;22,400;85,69;85,33;84,80
22,450;72,57;75,10;74,13;22,450;56,18;56,00;55,89;22,450;85,69;85,33;84,79
22,500;72,57;75,10;74,13;22,500;56,18;55,99;55,88;22,500;85,69;85,33;84,80
22,550;72,57;75,10;74,13;22,550;56,18;56,00;55,89;22,550;85,69;85,33;84,80
22,600;72,58;75,10;74,13;22,600;56,18;55,99;55,89;22,600;85,69;85,32;84,80
22,650;72,58;75,10;74,12;22,650;56,18;55,99;55,89;22,650;85,69;85,33;84,79
22,700;72,59;75,10;74,12;22,700;56,18;56,00;55,89;22,700;85,69;85,32;84,79
22,750;72,59;75,10;74,12;22,750;56,18;55,99;55,88;22,750;85,69;85,32;84,80
22,800;72,59;75,10;74,12;22,800;56,18;55,99;55,89;22,800;85,69;85,32;84,80
22,850;72,59;75,10;74,12;22,850;56,18;55,99;55,89;22,850;85,68;85,31;84,79
22,900;72,60;75,10;74,12;22,900;56,18;55,99;55,88;22,900;85,68;85,31;84,80
22,950;72,60;75,10;74,11;22,950;56,18;55,99;55,89;22,950;85,68;85,31;84,80
23,000;72,60;75,09;74,12;23,000;56,18;55,99;55,88;23,000;85,68;85,31;84,79
23,050;72,61;75,09;74,12;23,050;56,18;55,99;55,89;23,050;85,68;85,31;84,80
23,100;72,61;75,10;74,11;23,100;56,18;55,99;55,89;23,100;85,67;85,31;84,79
23,150;72,61;75,09;74,11;23,150;56,19;55,99;55,89;23,150;85,67;85,30;84,79
23,200;72,62;75,10;74,11;23,200;56,19;55,99;55,89;23,200;85,67;85,31;84,79
23,250;72,62;75,09;74,11;23,250;56,19;55,99;55,89;23,250;85,67;85,31;84,79
23,300;72,63;75,09;74,12;23,300;56,19;55,99;55,89;23,300;85,67;85,30;84,79
23,350;72,63;75,09;74,11;23,350;56,19;55,99;55,88;23,350;85,67;85,30;84,79
23,400;72,64;75,09;74,11;23,400;56,19;55,99;55,89;23,400;85,67;85,30;84,79
23,450;72,64;75,09;74,11;23,450;56,19;55,99;55,88;23,450;85,67;85,30;84,79
23,500;72,64;75,09;74,11;23,500;56,19;55,99;55,89;23,500;85,66;85,30;84,79
23,550;72,65;75,09;74,10;23,550;56,19;55,99;55,89;23,550;85,66;85,30;84,79
23,600;72,65;75,09;74,10;23,600;56,19;55,99;55,89;23,600;85,66;85,29;84,79
23,650;72,65;75,09;74,10;23,650;56,19;55,99;55,89;23,650;85,66;85,29;84,79
23,700;72,66;75,09;74,10;23,700;56,19;55,99;55,89;23,700;85,66;85,29;84,79
23,750;72,66;75,09;74,10;23,750;56,19;55,98;55,89;23,750;85,66;85,29;84,79
23,800;72,67;75,09;74,10;23,800;56,19;55,99;55,89;23,800;85,65;85,29;84,78
23,850;72,67;75,09;74,10;23,850;56,19;55,98;55,89;23,850;85,65;85,29;84,78
23,900;72,68;75,09;74,10;23,900;56,20;55,99;55,89;23,900;85,65;85,29;84,79
23,950;72,68;75,09;74,10;23,950;56,20;55,98;55,89;23,950;85,64;85,29;84,78
24,000;72,69;75,09;74,10;24,000;56,20;55,99;55,89;24,000;85,64;85,29;84,79
24,050;72,69;75,09;74,10;24,050;56,20;55,99;55,89;24,050;85,64;85,28;84,78
24,100;72,69;75,09;74,10;24,100;56,20;55,98;55,89;24,100;85,64;85,28;84,78
24,150;72,70;75,08;74,10;24,150;56,20;55,99;55,89;24,150;85,64;85,29;84,78
24,200;72,70;75,08;74,10;24,200;56,20;55,99;55,89;24,200;85,64;85,28;84,78
24,250;72,70;75,08;74,10;24,250;56,20;55,99;55,89;24,250;85,64;85,28;84,78
24,300;72,71;75,08;74,10;24,300;56,20;55,98;55,89;24,300;85,63;85,28;84,78
24,350;72,72;75,08;74,09;24,350;56,20;55,98;55,89;24,350;85,63;85,28;84,78
24,400;72,72;75,08;74,10;24,400;56,20;55,99;55,89;24,400;85,63;85,28;84,78
24,450;72,73;75,08;74,09;24,450;56,20;55,99;55,89;24,450;85,63;85,28;84,77
24,500;72,73;75,08;74,09;24,500;56,21;55,99;55,89;24,500;85,63;85,28;84,78
24,550;72,73;75,08;74,09;24,550;56,21;55,99;55,89;24,550;85,62;85,27;84,77
24,600;72,74;75,08;74,09;24,600;56,21;55,99;55,90;24,600;85,62;85,27;84,77
24,650;72,74;75,07;74,09;24,650;56,21;55,99;55,90;24,650;85,62;85,27;84,77
24,700;72,75;75,08;74,09;24,700;56,21;55,98;55,90;24,700;85,61;85,27;84,77
24,750;72,76;75,07;74,09;24,750;56,21;55,98;55,90;24,750;85,61;85,27;84,77
24,800;72,76;75,07;74,09;24,800;56,21;55,99;55,90;24,800;85,61;85,27;84,77
24,850;72,76;75,07;74,09;24,850;56,21;55,99;55,90;24,850;85,61;85,27;84,77
24,900;72,77;75,07;74,09;24,900;56,22;55,99;55,89;24,900;85,60;85,27;84,77
24,950;72,77;75,07;74,09;24,950;56,22;55,99;55,90;24,950;85,60;85,26;84,77
25,000;72,77;75,07;74,09;25,000;56,22;55,99;55,90;25,000;85,60;85,26;84,76
25,050;72,78;75,07;74,09;25,050;56,22;55,99;55,90;25,050;85,60;85,26;84,76
25,100;72,78;75,07;74,09;25,100;56,22;55,99;55,90;25,100;85,60;85,27;84,76
25,150;72,79;75,06;74,08;25,150;56,22;55,99;55,90;25,150;85,59;85,26;84,76
25,200;72,79;75,07;74,08;25,200;56,22;55,99;55,90;25,200;85,59;85,26;84,76
25,250;72,80;75,06;74,09;25,250;56,22;55,98;55,90;25,250;85,59;85,26;84,76
25,300;72,80;75,06;74,09;25,300;56,22;55,99;55,90;25,300;85,59;85,26;84,76
25,350;72,80;75,06;74,08;25,350;56,23;55,99;55,90;25,350;85,58;85,26;84,76
25,400;72,81;75,06;74,08;25,400;56,23;55,99;55,90;25,400;85,58;85,26;84,76
25,450;72,81;75,06;74,08;25,450;56,23;55,99;55,90;25,450;85,58;85,26;84,75
25,500;72,82;75,06;74,09;25,500;56,23;55,99;55,90;25,500;85,58;85,26;84,75
25,550;72,82;75,06;74,08;25,550;56,23;55,99;55,90;25,550;85,58;85,25;84,75
25,600;72,83;75,06;74,08;25,600;56,23;55,99;55,91;25,600;85,57;85,25;84,75
25,650;72,83;75,06;74,08;25,650;56,23;55,99;55,91;25,650;85,57;85,25;84,75
25,700;72,83;75,06;74,08;25,700;56,24;55,99;55,90;25,700;85,57;85,25;84,74
25,750;72,84;75,06;74,08;25,750;56,23;55,99;55,91;25,750;85,57;85,25;84,75
25,800;72,84;75,06;74,08;25,800;56,24;55,99;55,91;25,800;85,57;85,25;84,75
25,850;72,84;75,06;74,08;25,850;56,24;55,99;55,91;25,850;85,56;85,25;84,74
25,900;72,85;75,05;74,08;25,900;56,23;55,99;55,91;25,900;85,56;85,25;84,74
25,950;72,85;75,05;74,08;25,950;56,24;55,99;55,91;25,950;85,56;85,24;84,74
26,000;72,85;75,05;74,08;26,000;56,24;55,99;55,91;26,000;85,56;85,24;84,74
26,050;72,86;75,05;74,08;26,050;56,24;55,99;55,91;26,050;85,56;85,24;84,74
26,100;72,86;75,05;74,08;26,100;56,24;55,99;55,91;26,100;85,55;85,24;84,74
26,150;72,86;75,05;74,08;26,150;56,24;55,99;55,91;26,150;85,55;85,24;84,74
26,200;72,87;75,05;74,08;26,200;56,24;56,00;55,91;26,200;85,54;85,24;84,73
26,250;72,87;75,05;74,08;26,250;56,24;55,99;55,91;26,250;85,55;85,24;84,73
26,300;72,87;75,05;74,08;26,300;56,25;55,99;55,91;26,300;85,54;85,24;84,73
26,350;72,88;75,05;74,08;26,350;56,25;55,99;55,91;26,350;85,54;85,24;84,73
26,400;72,88;75,05;74,07;26,400;56,25;55,99;55,91;26,400;85,54;85,24;84,73
26,450;72,88;75,04;74,08;26,450;56,25;55,99;55,92;26,450;85,54;85,24;84,73
26,500;72,89;75,05;74,07;26,500;56,25;56,00;55,91;26,500;85,54;85,23;84,72
26,550;72,89;75,05;74,08;26,550;56,25;56,00;55,92;26,550;85,54;85,23;84,72
26,600;72,89;75,05;74,08;26,600;56,25;56,00;55,91;26,600;85,53;85,23;84,73
26,650;72,89;75,05;74,08;26,650;56,25;56,00;55,92;26,650;85,53;85,23;84,72
26,700;72,89;75,04;74,08;26,700;56,26;56,00;55,92;26,700;85,53;85,23;84,72
26,750;72,90;75,04;74,08;26,750;56,26;56,00;55,92;26,750;85,53;85,23;84,72
26,800;72,90;75,04;74,08;26,800;56,26;56,00;55,92;26,800;85,52;85,23;84,72
26,850;72,90;75,04;74,08;26,850;56,26;56,00;55,92;26,850;85,52;85,23;84,72
26,900;72,90;75,04;74,08;26,900;56,26;56,00;55,92;26,900;85,52;85,23;84,72
26,950;72,91;75,04;74,08;26,950;56,26;56,00;55,92;26,950;85,52;85,23;84,71
27,000;72,91;75,04;74,08;27,000;56,26;56,00;55,92;27,000;85,52;85,23;84,72
27,050;72,91;75,04;74,08;27,050;56,26;56,00;55,92;27,050;85,51;85,22;84,72
27,100;72,92;75,04;74,08;27,100;56,26;56,00;55,92;27,100;85,52;85,23;84,72
27,150;72,92;75,04;74,08;27,150;56,27;56,01;55,92;27,150;85,51;85,22;84,71
27,200;72,92;75,04;74,08;27,200;56,26;56,00;55,93;27,200;85,51;85,22;84,71
27,250;72,92;75,04;74,07;27,250;56,27;56,00;55,93;27,250;85,50;85,22;84,71
27,300;72,92;75,04;74,08;27,300;56,27;56,01;55,92;27,300;85,51;85,22;84,71
27,350;72,92;75,04;74,08;27,350;56,27;56,01;55,93;27,350;85,51;85,22;84,71
27,400;72,93;75,04;74,08;27,400;56,27;56,01;55,93;27,400;85,51;85,22;84,71
27,450;72,93;75,04;74,07;27,450;56,27;56,01;55,93;27,450;85,50;85,22;84,71
27,500;72,93;75,03;74,08;27,500;56,27;56,01;55,92;27,500;85,50;85,22;84,71
27,550;72,93;75,04;74,08;27,550;56,27;56,01;55,93;27,550;85,50;85,21;84,70
27,600;72,93;75,03;74,08;27,600;56,28;56,01;55,93;27,600;85,50;85,22;84,71
27,650;72,93;75,03;74,08;27,650;56,28;56,01;55,93;27,650;85,50;85,21;84,71
27,700;72,94;75,03;74,08;27,700;56,28;56,01;55,93;27,700;85,49;85,21;84,71
27,750;72,93;75,03;74,08;27,750;56,28;56,01;55,93;27,750;85,49;85,21;84,70
27,800;72,94;75,03;74,07;27,800;56,28;56,01;55,93;27,800;85,49;85,21;84,70
27,850;72,94;75,03;74,07;27,850;56,28;56,01;55,93;27,850;85,49;85,21;84,70
27,900;72,94;75,03;74,08;27,900;56,28;56,01;55,93;27,900;85,48;85,21;84,70
